         x         y         z          analitic          solution          pogreshn
     0.872      -0.7       -50                 0                 0                 0
    1.4208      -0.7       -50                 0                 0                 0
   2.18912      -0.7       -50                 0                 0                 0
   3.26477      -0.7       -50                 0                 0                 0
   4.77068      -0.7       -50                 0                 0                 0
   6.87895      -0.7       -50                 0                 0                 0
   9.83052      -0.7       -50                 0                 0                 0
   13.9627      -0.7       -50                 0                 0                 0
   19.7478      -0.7       -50                 0                 0                 0
    27.847      -0.7       -50                 0                 0                 0
   39.1857      -0.7       -50                 0                 0                 0
     55.06      -0.7       -50                 0                 0                 0
    77.284      -0.7       -50                 0                 0                 0
       100      -0.7       -50                 0                 0                 0
      -100         0       -50                 0                 0                 0
   -77.284         0       -50                 0                 0                 0
    -55.06         0       -50                 0                 0                 0
  -39.1857         0       -50                 0                 0                 0
   -27.847         0       -50                 0                 0                 0
  -19.7478         0       -50                 0                 0                 0
  -13.9627         0       -50                 0                 0                 0
  -9.83052         0       -50                 0                 0                 0
  -6.87895         0       -50                 0                 0                 0
  -4.77068         0       -50                 0                 0                 0
  -3.26477         0       -50                 0                 0                 0
  -2.18912         0       -50                 0                 0                 0
   -1.4208         0       -50                 0                 0                 0
    -0.872         0       -50                 0                 0                 0
     -0.48         0       -50                 0                 0                 0
      -0.2         0       -50                 0                 0                 0
         0         0       -50                 0                 0                 0
       0.2         0       -50                 0                 0                 0
      0.48         0       -50                 0                 0                 0
     0.872         0       -50                 0                 0                 0
    1.4208         0       -50                 0                 0                 0
   2.18912         0       -50                 0                 0                 0
   3.26477         0       -50                 0                 0                 0
   4.77068         0       -50                 0                 0                 0
   6.87895         0       -50                 0                 0                 0
   9.83052         0       -50                 0                 0                 0
   13.9627         0       -50                 0                 0                 0
   19.7478         0       -50                 0                 0                 0
